Geo Point;Geo Shape;PTCAR ID;TAF/TAP code;Symbolic name;Abbreviation BTS French short;Abbreviation BTS Dutch short;Abbreviation BTS French complete;Abbreviation BTS Dutch complete;Short name in French;Short name in Dutch;Middle name in French;Middle name in Dutch;Complete name in French;Complete name in Dutch;Classification NL;Classification EN;Classification FR
50.94934123119796, 3.13023603832593;"{""coordinates"": [3.13023603832593, 50.94934123119796], ""type"": ""Point""}";1005;BE01005;FRL;ROESELARE;ROESELARE;ROESELARE;ROESELARE;Roulers;Roeselare;Roulers;Roeselare;Roulers;Roeselare;Station;Station;Gare
51.073554825164585, 4.709356990822297;"{""coordinates"": [4.709356990822297, 51.073554825164585], ""type"": ""Point""}";541;BE00541;GHO;HEIST-BERG;HEIST-BERG;HEIST-OP-DEN-BERG;HEIST-OP-DEN-BERG;Heist-Berg;Heist-Berg;Heist-op-den-Berg;Heist-op-den-Berg;Heist-op-den-Berg;Heist-op-den-Berg;Station;Station;Gare
50.629514143330255, 3.355483776176476;"{""coordinates"": [3.355483776176476, 50.629514143330255], ""type"": ""Point""}";427;BE00427;GFY;FROYENNES;FROYENNES;FROYENNES;FROYENNES;Froyennes;Froyennes;Froyennes;Froyennes;Froyennes;Froyennes;Station;Station;Gare
50.210804056411945, 4.964650876726329;"{""coordinates"": [4.964650876726329, 50.210804056411945], ""type"": ""Point""}";442;BE00442;MGN;GENDRON-CELL;GENDRON-CELL;GENDRON-CELLES;GENDRON-CELLES;Gendron-Cell;Gendron-Cell;Gendron-Celles;Gendron-Celles;Gendron-Celles;Gendron-Celles;Station;Station;Gare
50.41023300761624, 3.685859498851387;"{""coordinates"": [3.685859498851387, 50.41023300761624], ""type"": ""Point""}";984;BE00984;FQ;QUIEVRAIN;QUIEVRAIN;QUIEVRAIN;QUIEVRAIN;Quiévrain;Quiévrain;Quiévrain;Quiévrain;Quiévrain;Quiévrain;Station;Station;Gare
50.88120457651592, 4.332923410788644;"{""coordinates"": [4.332923410788644, 50.88120457651592], ""type"": ""Point""}";621;BE00621;FJT;JETTE;JETTE;JETTE;JETTE;Jette;Jette;Jette;Jette;Jette;Jette;Station;Station;Gare
51.204947001662255, 5.245949995002284;"{""coordinates"": [5.245949995002284, 51.204947001662255], ""type"": ""Point""}";108;BE00108;GBW;BALEN-WERKPL;BALEN-WERKPL;BALEN-WERKPLAATSEN;BALEN-WERKPLAATSEN;Balen-Usines;Balen-Werkpl;Balen-Usines;Balen-Werkplaatsen;Balen-Usines;Balen-Werkplaatsen;Station;Station;Gare
51.240861461973786, 4.893344963001603;"{""coordinates"": [4.893344963001603, 51.240861461973786], ""type"": ""Point""}";1144;BE01144;FTL;TIELEN;TIELEN;TIELEN;TIELEN;Tielen;Tielen;Tielen;Tielen;Tielen;Tielen;Station;Station;Gare
50.85444837837162, 2.736306432736006;"{""coordinates"": [2.736306432736006, 50.85444837837162], ""type"": ""Point""}";973;BE00973;FPP;POPERINGE;POPERINGE;POPERINGE;POPERINGE;Poperinge;Poperinge;Poperinge;Poperinge;Poperinge;Poperinge;Station;Station;Gare
50.74035513796187, 5.692281362498214;"{""coordinates"": [5.692281362498214, 50.74035513796187], ""type"": ""Point""}";1195;BE01195;FVS;VISE;VISE;VISE;VISE;Visé;Wezet;Visé;Wezet;Visé;Wezet;Station;Station;Gare
50.456249957652616, 4.806300471605369;"{""coordinates"": [4.806300471605369, 50.456249957652616], ""type"": ""Point""}";400;BE00400;FFW;FLAWINNE;FLAWINNE;FLAWINNE;FLAWINNE;Flawinne;Flawinne;Flawinne;Flawinne;Flawinne;Flawinne;Station;Station;Gare
50.92414359820823, 4.432813750239998;"{""coordinates"": [4.432813750239998, 50.92414359820823], ""type"": ""Point""}";1192;BE01192;FVV;VILVOORDE;VILVOORDE;VILVOORDE;VILVOORDE;Vilvorde;Vilvoorde;Vilvorde;Vilvoorde;Vilvorde;Vilvoorde;Station;Station;Gare
51.00941362761383, 4.296896133799565;"{""coordinates"": [4.296896133799565, 51.00941362761383], ""type"": ""Point""}";751;BE00751;FZL;LONDERZEEL;LONDERZEEL;LONDERZEEL;LONDERZEEL;Londerzeel;Londerzeel;Londerzeel;Londerzeel;Londerzeel;Londerzeel;Station;Station;Gare
51.117330660425495, 5.257878772958566;"{""coordinates"": [5.257878772958566, 51.117330660425495], ""type"": ""Point""}";708;BE00708;LBG;LEOPOLDSBURG;LEOPOLDSBURG;LEOPOLDSBURG;LEOPOLDSBURG;Bourg-Léop;Leopoldsburg;Bourg-Léopold;Leopoldsburg;Bourg-Léopold;Leopoldsburg;Station;Station;Gare
51.244267971582886, 4.36627165740699;"{""coordinates"": [4.36627165740699, 51.244267971582886], ""type"": ""Point""}";94;BE00094;IJSLD;IJSLAND;IJSLAND;ANTWERPEN-D.S.-IJSLAND;ANTWERPEN-D.S.-IJSLAND;Ijsland;Ijsland;Antw-DS-Ijsland;Antw-DS-Ijsland;Antwerpen-D.S.-Ijsland;Antwerpen-D.S.-Ijsland;Station;Station;Gare
51.258267645462105, 4.389795323118787;"{""coordinates"": [4.389795323118787, 51.258267645462105], ""type"": ""Point""}";1665;BE01665;YOTWL;Y.OOSTERWEEL;Y.OOSTERWEEL;Y.OOSTERWEEL;Y.OOSTERWEEL;Y.Oosterweel;Y.Oosterweel;Y.Oosterweel;Y.Oosterweel;Y.Oosterweel;Y.Oosterweel;Vertakking;Junction;Bifurcation
51.28387058245853, 4.330398128514664;"{""coordinates"": [4.330398128514664, 51.28387058245853], ""type"": ""Point""}";1667;BE01667;YMSTF;Y.MEESTOOF;Y.MEESTOOF;Y.MEESTOOF;Y.MEESTOOF;Y.Meestoof;Y.Meestoof;Y.Meestoof;Y.Meestoof;Y.Meestoof;Y.Meestoof;Vertakking;Junction;Bifurcation
51.30106987138802, 4.30862497721043;"{""coordinates"": [4.30862497721043, 51.30106987138802], ""type"": ""Point""}";1669;BE01669;YBYER;Y.BAYER;Y.BAYER;Y.BAYER;Y.BAYER;Y.Bayer;Y.Bayer;Y.Bayer;Y.Bayer;Y.Bayer;Y.Bayer;Vertakking;Junction;Bifurcation
51.338476224355425, 4.284395448692243;"{""coordinates"": [4.284395448692243, 51.338476224355425], ""type"": ""Point""}";1683;BE01683;YODDK;Y.OUDENDIJK;Y.OUDENDIJK;Y.OUDENDIJK;Y.OUDENDIJK;Y.Oudendijk;Y.Oudendijk;Y.Oudendijk;Y.Oudendijk;Y.Oudendijk;Y.Oudendijk;Vertakking;Junction;Bifurcation
51.48573529811394, 4.734469757425202;"{""coordinates"": [4.734469757425202, 51.48573529811394], ""type"": ""Point""}";1837;BE01837;MEEGR;MEER-GRENS;MEER-GRENS;MEER-GRENS;MEER-GRENS;Meer-Grens;Meer-Grens;Meer-Grens;Meer-Grens;Meer-Grens;Meer-Grens;Netgrens;8;Frontière du réseau
51.301402554320106, 4.355189584168684;"{""coordinates"": [4.355189584168684, 51.301402554320106], ""type"": ""Point""}";182;BE00182;FNTA2;ANTW-N-TOEA2;ANTW-N-TOEA2;ANTWERPEN-NOORD-TOEGANG A2;ANTWERPEN-NOORD-TOEGANG A2;Antw-N-ToeA2;Antw-N-ToeA2;Antw-Nd-Toegang A2;Antw-Nd-Toegang A2;Antwerpen-Noord-Toegang A2;Antwerpen-Noord-Toegang A2;Rooster;Grid;Gril
50.90271023479443, 4.661004243725121;"{""coordinates"": [4.661004243725121, 50.90271023479443], ""type"": ""Point""}";1728;BE01728;YFET;Y.HERENT;Y.HERENT;Y.HERENT;Y.HERENT;Y.Herent;Y.Herent;Y.Herent;Y.Herent;Y.Herent;Y.Herent;Vertakking;Junction;Bifurcation
51.20148443784682, 4.430169469210705;"{""coordinates"": [4.430169469210705, 51.20148443784682], ""type"": ""Point""}";1584;BE01584;YFCVN;Y.N.BERCHEM;Y.N.BERCHEM;Y.NOORD BERCHEM;Y.NOORD BERCHEM;Y.N.Berchem;Y.N.Berchem;Y.Noord Berchem;Y.Noord Berchem;Y.Noord Berchem;Y.Noord Berchem;Vertakking;Junction;Bifurcation
50.999299754945305, 4.842520829607943;"{""coordinates"": [4.842520829607943, 50.999299754945305], ""type"": ""Point""}";1591;BE01591;YRSTO;Y.O.AARSCHOT;Y.O.AARSCHOT;Y.OOST DRIEHOEK AARSCHOT;Y.OOST DRIEHOEK AARSCHOT;Y.O.Aarschot;Y.O.Aarschot;Y.Oost Dr.Aarschot;Y.Oost Dr.Aarschot;Y.Oost Driehoek Aarschot;Y.Oost Driehoek Aarschot;Vertakking;Junction;Bifurcation
51.319372902593535, 4.349464361667212;"{""coordinates"": [4.349464361667212, 51.319372902593535], ""type"": ""Point""}";1614;BE01614;YSTBK;Y.STABROEK;Y.STABROEK;Y.STABROEK;Y.STABROEK;Y.Stabroek;Y.Stabroek;Y.Stabroek;Y.Stabroek;Y.Stabroek;Y.Stabroek;Vertakking;Junction;Bifurcation
51.247254951481494, 5.555363738611365;"{""coordinates"": [5.555363738611365, 51.247254951481494], ""type"": ""Point""}";513;BE00513;GHAGR;HAMONT-GRENS;HAMONT-GRENS;HAMONT-GRENS;HAMONT-GRENS;Hamont-Grens;Hamont-Grens;Hamont-Grens;Hamont-Grens;Hamont-Grens;Hamont-Grens;Netgrens;8;Frontière du réseau
51.329193062195316, 4.349164251071486;"{""coordinates"": [4.349164251071486, 51.329193062195316], ""type"": ""Point""}";1098;BE01098;STBKQ;STABROEK-Q;STABROEK-Q;STABROEK-ROOSTER Q;STABROEK-ROOSTER Q;Stabroek-Q;Stabroek-Q;Stabroek-Rooster Q;Stabroek-Rooster Q;Stabroek-Rooster Q;Stabroek-Rooster Q;Rooster;Grid;Gril
49.64385772621242, 5.904200210842048;"{""coordinates"": [5.904200210842048, 49.64385772621242], ""type"": ""Point""}";1106;BE01106;MSFR;STERPEN-FR;STERPEN-FR;STERPENICH-FRONTIERE;STERPENICH-FRONTIERE;Sterpen-Fr;Sterpen-Fr;Sterpenich-Frontière;Sterpenich-Frontière;Sterpenich-Frontière;Sterpenich-Frontière;Netgrens;8;Frontière du réseau
50.895622470202994, 4.712462427638551;"{""coordinates"": [4.712462427638551, 50.895622470202994], ""type"": ""Point""}";5;BE00005;YFLVM;Y.LEUVEN-M;Y.LEUVEN-M;Y.LEUVEN-BUNDEL M;Y.LEUVEN-BUNDEL M;Y.Leuven-M;Y.Leuven-M;Y.Leuven-Bundel M;Y.Leuven-Bundel M;Y.Leuven-Bundel M;Y.Leuven-Bundel M;Vertakking;Junction;Bifurcation
50.8817480150151, 4.385756213759398;"{""coordinates"": [4.385756213759398, 50.8817480150151], ""type"": ""Point""}";1352;BE01352;YALBR;Y.PT ALBERT;Y.ALBERTBRUG;Y.PONT ALBERT;Y.ALBERTBRUG;Y.Pt Albert;Y.Albertbrug;Y.Pont Albert;Y.Albertbrug;Y.Pont Albert;Y.Albertbrug;Vertakking;Junction;Bifurcation
50.91861359152579, 4.460842981414991;"{""coordinates"": [4.460842981414991, 50.91861359152579], ""type"": ""Point""}";1355;BE01355;YMCHN;Y.MACHELEN-N;Y.MACHELEN-N;Y.MACHELEN-NOORD;Y.MACHELEN-NOORD;Y.Machelen-N;Y.Machelen-N;Y.Machelen-Noord;Y.Machelen-Noord;Y.Machelen-Noord;Y.Machelen-Noord;Vertakking;Junction;Bifurcation
50.59092927829129, 5.865284693352242;"{""coordinates"": [5.865284693352242, 50.59092927829129], ""type"": ""Point""}";1180;BE01180;GVO;VERVIERS-PAL;VERVIERS-PAL;VERVIERS-PALAIS;VERVIERS-PALAIS;Verviers-Pal;Verviers-Pal;Verviers-Palais;Verviers-Paleis;Verviers-Palais;Verviers-Paleis;Stopplaats;Stop in open track;Point d'arrêt
50.89642423705851, 4.48395784718869;"{""coordinates"": [4.48395784718869, 50.89642423705851], ""type"": ""Point""}";219;BE00219;FBNL;BRU AIRPORT;BRU AIRPORT;BRUSSELS AIRPORT - ZAVENTEM;BRUSSELS AIRPORT - ZAVENTEM;Bru Airport;Bru Airport;Brussels Airport;Brussels Airport;Brussels Airport - Zaventem;Brussels Airport - Zaventem;Station;Station;Gare
50.470021634500924, 4.016410270720788;"{""coordinates"": [4.016410270720788, 50.470021634500924], ""type"": ""Point""}";921;BE00921;LRGG;OBOURG-MARCH;OBOURG-MARCH;OBOURG-MARCHANDISES;OBOURG-MARCHANDISES;Obourg-March;Obourg-March;Obourg-Marchandises;Obourg-Marchandises;Obourg-Marchandises;Obourg-Marchandises;Station;Station;Gare
50.930582049355856, 3.639434052959724;"{""coordinates"": [3.639434052959724, 50.930582049355856], ""type"": ""Point""}";434;BE00434;FGA;GAVERE-ASPER;GAVERE-ASPER;GAVERE-ASPER;GAVERE-ASPER;Gavere-Asper;Gavere-Asper;Gavere-Asper;Gavere-Asper;Gavere-Asper;Gavere-Asper;Station;Station;Gare
50.18945222486348, 5.953995903926271;"{""coordinates"": [5.953995903926271, 50.18945222486348], ""type"": ""Point""}";477;BE00477;FVY;GOUVY;GOUVY;GOUVY;GOUVY;Gouvy;Gouvy;Gouvy;Gouvy;Gouvy;Gouvy;Station;Station;Gare
50.50617164755824, 4.23475247690034;"{""coordinates"": [4.23475247690034, 50.50617164755824], ""type"": ""Point""}";784;BE00784;FMN;MANAGE;MANAGE;MANAGE;MANAGE;Manage;Manage;Manage;Manage;Manage;Manage;Station;Station;Gare
49.563854762384, 5.829224589508755;"{""coordinates"": [5.829224589508755, 49.563854762384], ""type"": ""Point""}";78;BE00078;MH;ATHUS;ATHUS;ATHUS;ATHUS;Athus;Athus;Athus;Athus;Athus;Athus;Station;Station;Gare
50.78417812241077, 5.473981817007522;"{""coordinates"": [5.473981817007522, 50.78417812241077], ""type"": ""Point""}";1151;BE01151;FTG;TONGEREN;TONGEREN;TONGEREN;TONGEREN;Tongres;Tongeren;Tongres;Tongeren;Tongres;Tongeren;Station;Station;Gare
50.63530533532371, 6.037148397876284;"{""coordinates"": [6.037148397876284, 50.63530533532371], ""type"": ""Point""}";382;BE00382;REP;EUPEN;EUPEN;EUPEN;EUPEN;Eupen;Eupen;Eupen;Eupen;Eupen;Eupen;Station;Station;Gare
51.19273319087282, 4.437897199862887;"{""coordinates"": [4.437897199862887, 51.19273319087282], ""type"": ""Point""}";1506;BE01506;YBSTA;Y.BERCHEM-ST;Y.BERCHEM-ST;Y.BERCHEM-STADION;Y.BERCHEM-STADION;Y.Berchem-St;Y.Berchem-St;Y.Berchem-Stadion;Y.Berchem-Stadion;Y.Berchem-Stadion;Y.Berchem-Stadion;Vertakking;Junction;Bifurcation
51.322161074566786, 4.349794459669396;"{""coordinates"": [4.349794459669396, 51.322161074566786], ""type"": ""Point""}";1507;BE01507;YBDHT;Y.BERENDR;Y.BERENDR;Y.BERENDRECHT;Y.BERENDRECHT;Y.Berendr;Y.Berendr;Y.Berendrecht;Y.Berendrecht;Y.Berendrecht;Y.Berendrecht;Vertakking;Junction;Bifurcation
51.29184540938095, 4.372103677493408;"{""coordinates"": [4.372103677493408, 51.29184540938095], ""type"": ""Point""}";362;BE00362;RBL9J;ANTW-ND-BL9J;ANTW-ND-BL9J;ANTWERPEN-NOORD-BL.9-ROOSTER J;ANTWERPEN-NOORD-BL.9-ROOSTER J;Antw-Nd-Bl9J;Antw-Nd-Bl9J;Antw-Nd-Bl9-R.J;Antw-Nd-Bl9-R.J;Antwerpen-Noord-Bl.9-Rooster J;Antwerpen-Noord-Bl.9-Rooster J;Rooster;Grid;Gril
51.373945558564735, 4.265367358973248;"{""coordinates"": [4.265367358973248, 51.373945558564735], ""type"": ""Point""}";1429;BE01429;BASF;ANTW-DS-BASF;ANTW-DS-BASF;ANTWERPEN-D.S.-BASF;ANTWERPEN-D.S.-BASF;Antw-DS-BASF;Antw-DS-BASF;Antw-DS-BASF;Antw-DS-BASF;Antwerpen-D.S.-BASF;Antwerpen-D.S.-BASF;Station;Station;Gare
50.65937064749165, 5.974267220223243;"{""coordinates"": [5.974267220223243, 50.65937064749165], ""type"": ""Point""}";1226;BE01226;GWK;WELKENRAEDT;WELKENRAEDT;WELKENRAEDT;WELKENRAEDT;Welkenraedt;Welkenraedt;Welkenraedt;Welkenraedt;Welkenraedt;Welkenraedt;Station;Station;Gare
50.96418013482577, 5.18542062549714;"{""coordinates"": [5.18542062549714, 50.96418013482577], ""type"": ""Point""}";1061;BE01061;GSU;SCHULEN;SCHULEN;SCHULEN;SCHULEN;Schulen;Schulen;Schulen;Schulen;Schulen;Schulen;Stopplaats;Stop in open track;Point d'arrêt
51.213211910508996, 2.965668026598577;"{""coordinates"": [2.965668026598577, 51.213211910508996], ""type"": ""Point""}";930;BE00930;FSDM;OOSTENDE-ZEE;OOSTENDE-ZEE;OOSTENDE-ZEEHAVEN;OOSTENDE-ZEEHAVEN;Ostende-Mar;Oostende-Zee;Ostende-Maritime;Oostende-Zeehaven;Ostende-Maritime;Oostende-Zeehaven;Station;Station;Gare
50.8682065685372, 4.401355062293686;"{""coordinates"": [4.401355062293686, 50.8682065685372], ""type"": ""Point""}";383;BE00383;GEV;EVERE;EVERE;EVERE;EVERE;Evere;Evere;Evere;Evere;Evere;Evere;Stopplaats;Stop in open track;Point d'arrêt
51.022951980794005, 4.101327011759538;"{""coordinates"": [4.101327011759538, 51.022951980794005], ""type"": ""Point""}";319;BE00319;FDR;DENDERMONDE;DENDERMONDE;DENDERMONDE;DENDERMONDE;Termonde;Dendermonde;Termonde;Dendermonde;Termonde;Dendermonde;Station;Station;Gare
50.49649992481299, 5.240216494038888;"{""coordinates"": [5.240216494038888, 50.49649992481299], ""type"": ""Point""}";875;BE00875;LAC;MARCHIN;MARCHIN;MARCHIN;MARCHIN;Marchin;Marchin;Marchin;Marchin;Marchin;Marchin;Station;Station;Gare
50.89242835003542, 3.42559831780833;"{""coordinates"": [3.42559831780833, 50.89242835003542], ""type"": ""Point""}";1212;BE01212;FVG;WAREGEM;WAREGEM;WAREGEM;WAREGEM;Waregem;Waregem;Waregem;Waregem;Waregem;Waregem;Station;Station;Gare
50.83945938950777, 4.026263271536687;"{""coordinates"": [4.026263271536687, 50.83945938950777], ""type"": ""Point""}";910;BE00910;FNN;NINOVE;NINOVE;NINOVE;NINOVE;Ninove;Ninove;Ninove;Ninove;Ninove;Ninove;Station;Station;Gare
50.886400235927916, 5.291749444935051;"{""coordinates"": [5.291749444935051, 50.886400235927916], ""type"": ""Point""}";19;BE00019;FAK;ALKEN;ALKEN;ALKEN;ALKEN;Alken;Alken;Alken;Alken;Alken;Alken;Station;Station;Gare
51.08244500154391, 3.753352995505491;"{""coordinates"": [3.753352995505491, 51.08244500154391], ""type"": ""Point""}";1619;BE01619;SIFF;SIFFERDOK;SIFFERDOK;GENT-ZEEHAVEN-SIFFERDOK;GENT-ZEEHAVEN-SIFFERDOK;Sifferdok;Sifferdok;Gent-Zeeh-Sifferdok;Gent-Zeeh-Sifferdok;Gent-Zeehaven-Sifferdok;Gent-Zeehaven-Sifferdok;Station;Station;Gare
51.29048753948213, 4.435191721537423;"{""coordinates"": [4.435191721537423, 51.29048753948213], ""type"": ""Point""}";1622;BE01622;YSMBR;Y.ST-MARIAB;Y.ST-MARIAB;Y.SINT-MARIABURG;Y.SINT-MARIABURG;Y.St-Mariab;Y.St-Mariab;Y.Sint-Mariaburg;Y.Sint-Mariaburg;Y.Sint-Mariaburg;Y.Sint-Mariaburg;Vertakking;Junction;Bifurcation
50.94764630779817, 5.483693433144579;"{""coordinates"": [5.483693433144579, 50.94764630779817], ""type"": ""Point""}";1626;BE01626;YTEMN;Y.TERMIEN;Y.TERMIEN;Y.TERMIEN;Y.TERMIEN;Y.Termien;Y.Termien;Y.Termien;Y.Termien;Y.Termien;Y.Termien;Vertakking;Junction;Bifurcation
50.6168620019169, 5.581049994827988;"{""coordinates"": [5.581049994827988, 50.6168620019169], ""type"": ""Point""}";1630;BE01630;YVALB;Y.VAL-BENOIT;Y.VAL-BENOIT;Y.VAL-BENOIT;Y.VAL-BENOIT;Y.Val-Benoit;Y.Val-Benoit;Y.Val-Benoit;Y.Val-Benoit;Y.Val-Benoit;Y.Val-Benoit;Vertakking;Junction;Bifurcation
50.87164775246125, 5.509354730128338;"{""coordinates"": [5.509354730128338, 50.87164775246125], ""type"": ""Point""}";233;BE00233;FIEWS;BILZEN-WIJK;BILZEN-WIJK;BILZEN-WIJKSPOOR;BILZEN-WIJKSPOOR;Bilzen-Wijk;Bilzen-Wijk;Bilzen-Wijkspoor;Bilzen-Wijkspoor;Bilzen-Wijkspoor;Bilzen-Wijkspoor;Station;Station;Gare
51.302701711226675, 4.347193170220303;"{""coordinates"": [4.347193170220303, 51.302701711226675], ""type"": ""Point""}";51;BE00051;FND10;ANTW-ND-BL10;ANTW-ND-BL10;ANTWERPEN-NOORD-BLOK 10;ANTWERPEN-NOORD-BLOK 10;Antw-Nd-Bl10;Antw-Nd-Bl10;Antw-Nd-Blok 10;Antw-Nd-Blok 10;Antwerpen-Noord-Blok 10;Antwerpen-Noord-Blok 10;Rooster;Grid;Gril
51.21983759369294, 4.302732102281937;"{""coordinates"": [4.302732102281937, 51.21983759369294], ""type"": ""Point""}";1806;BE01806;YKATS;Y.KATTESTR;Y.KATTESTR;Y.KATTESTRAAT;Y.KATTESTRAAT;Y.Kattestr;Y.Kattestr;Y.Kattestraat;Y.Kattestraat;Y.Kattestraat;Y.Kattestraat;Vertakking;Junction;Bifurcation
50.99691903567283, 4.539598190286946;"{""coordinates"": [4.539598190286946, 50.99691903567283], ""type"": ""Point""}";1546;BE01546;YHEVR;Y.HEVER;Y.HEVER;Y.HEVER;Y.HEVER;Y.Hever;Y.Hever;Y.Hever;Y.Hever;Y.Hever;Y.Hever;Vertakking;Junction;Bifurcation
50.471478484653304, 4.925193163084237;"{""coordinates"": [4.925193163084237, 50.471478484653304], ""type"": ""Point""}";131;BE00131;BEEZ;BEEZ;BEEZ;BEEZ;BEEZ;Beez;Beez;Beez;Beez;Beez;Beez;Rooster;Grid;Gril
51.20595494466956, 4.432882048023277;"{""coordinates"": [4.432882048023277, 51.20595494466956], ""type"": ""Point""}";1499;BE01499;YGNS;Y.ANTW-OOST;Y.ANTW-OOST;Y.ANTWERPEN-OOST;Y.ANTWERPEN-OOST;Y.Antw-Oost;Y.Antw-Oost;Y.Antwerpen-Oost;Y.Antwerpen-Oost;Y.Antwerpen-Oost;Y.Antwerpen-Oost;Vertakking;Junction;Bifurcation
51.19562400157181, 4.395211995296664;"{""coordinates"": [4.395211995296664, 51.19562400157181], ""type"": ""Point""}";1500;BE01500;YFNZD;Y.ANTW-ZUID;Y.ANTW-ZUID;Y.ANTWERPEN-ZUID;Y.ANTWERPEN-ZUID;Y.Antw-Zuid;Y.Antw-Zuid;Y.Antwerpen-Zuid;Y.Antwerpen-Zuid;Y.Antwerpen-Zuid;Y.Antwerpen-Zuid;Vertakking;Junction;Bifurcation
51.05957050497593, 3.740254227195412;"{""coordinates"": [3.740254227195412, 51.05957050497593], ""type"": ""Point""}";1513;BE01513;YBOMA;Y.BOMA;Y.BOMA;Y.BOMA;Y.BOMA;Y.Boma;Y.Boma;Y.Boma;Y.Boma;Y.Boma;Y.Boma;Vertakking;Junction;Bifurcation
50.80998879139282, 4.398612048978952;"{""coordinates"": [4.398612048978952, 50.80998879139282], ""type"": ""Point""}";1514;BE01514;YBNDL;Y.BOONDAEL;Y.BOONDAAL;Y.BOONDAEL;Y.BOONDAAL;Y.Boondael;Y.Boondaal;Y.Boondael;Y.Boondaal;Y.Boondael;Y.Boondaal;Vertakking;Junction;Bifurcation
49.690306101811316, 5.772725032576064;"{""coordinates"": [5.772725032576064, 49.690306101811316], ""type"": ""Point""}";303;BE00303;MKMSD;STOCKEM-SUD;STOCKEM-SUD;STOCKEM-SUD;STOCKEM-SUD;Stockem-Sud;Stockem-Sud;Stockem-Sud;Stockem-Sud;Stockem-Sud;Stockem-Sud;Rooster;Grid;Gril
50.887583634121505, 4.520340106474117;"{""coordinates"": [4.520340106474117, 50.887583634121505], ""type"": ""Point""}";917;BE00917;LEMCD;NOSSEGEM-C/D;NOSSEGEM-C/D;NOSSEGEM-ROOSTER C/D;NOSSEGEM-ROOSTER C/D;Nossegem-C/D;Nossegem-C/D;Nossegem-Rooster C/D;Nossegem-Rooster C/D;Nossegem-Rooster C/D;Nossegem-Rooster C/D;Rooster;Grid;Gril
51.29273268379331, 4.393665394283456;"{""coordinates"": [4.393665394283456, 51.29273268379331], ""type"": ""Point""}";1907;BE01907;FNT11;ANT-N-T11L/1;ANT-N-T11L/1;ANTWERPEN-NOORD-TOEGANG 11L/1;ANTWERPEN-NOORD-TOEGANG 11L/1;Ant-N-T11L/1;Ant-N-T11L/1;Antw-Nd-T 11L/1;Antw-Nd-T 11L/1;Antwerpen-Noord-Toegang 11L/1;Antwerpen-Noord-Toegang 11L/1;Rooster;Grid;Gril
50.90961688317306, 4.7193262426447;"{""coordinates"": [4.7193262426447, 50.90961688317306], ""type"": ""Point""}";1548;BE01548;YHLBK;Y.HOLSBEEK;Y.HOLSBEEK;Y.HOLSBEEK;Y.HOLSBEEK;Y.Holsbeek;Y.Holsbeek;Y.Holsbeek;Y.Holsbeek;Y.Holsbeek;Y.Holsbeek;Vertakking;Junction;Bifurcation
50.53649958402714, 3.93996518979732;"{""coordinates"": [3.93996518979732, 50.53649958402714], ""type"": ""Point""}";1553;BE01553;YFJR;Y.JURBISE;Y.JURBISE;Y.JURBISE;Y.JURBISE;Y.Jurbise;Y.Jurbise;Y.Jurbise;Y.Jurbise;Y.Jurbise;Y.Jurbise;Vertakking;Junction;Bifurcation
50.362777962791256, 4.53410667902226;"{""coordinates"": [4.53410667902226, 50.362777962791256], ""type"": ""Point""}";1392;BE01392;RDIST;R.DISTEEL;R.DISTEEL;RACC.DISTEEL;RACC.DISTEEL;R.Disteel;R.Disteel;Racc.Disteel;Racc.Disteel;Racc.Disteel;Racc.Disteel;Verbinding;Connection;Raccordement
50.74828960306608, 4.485838847393719;"{""coordinates"": [4.485838847393719, 50.74828960306608], ""type"": ""Point""}";1396;BE01396;RBKBS;BAKENBOS;BAKENBOS;BAKENBOS;BAKENBOS;Bakenbos;Bakenbos;Bakenbos;Bakenbos;Bakenbos;Bakenbos;Rooster;Grid;Gril
49.57182040308306, 5.83265530037334;"{""coordinates"": [5.83265530037334, 49.57182040308306], ""type"": ""Point""}";1406;BE01406;MHLG;ATHUS-LONG;ATHUS-LONG;ATHUS-LONGEAU;ATHUS-LONGEAU;Athus-Long;Athus-Long;Athus-Longeau;Athus-Longeau;Athus-Longeau;Athus-Longeau;Rooster;Grid;Gril
51.288944794311426, 3.237374559640314;"{""coordinates"": [3.237374559640314, 51.288944794311426], ""type"": ""Point""}";1408;BE01408;YEIV;Y.EIVOORDE;Y.EIVOORDE;Y.EIVOORDE;Y.EIVOORDE;Y.Eivoorde;Y.Eivoorde;Y.Eivoorde;Y.Eivoorde;Y.Eivoorde;Y.Eivoorde;Vertakking;Junction;Bifurcation
51.33289121534351, 3.228563593910684;"{""coordinates"": [3.228563593910684, 51.33289121534351], ""type"": ""Point""}";1424;BE01424;LZRSR;ZEEBR-SEA-RO;ZEEBR-SEA-RO;ZEEBRUGGE-SEA-RO TERMINAL;ZEEBRUGGE-SEA-RO TERMINAL;Zeebr-Sea-Ro;Zeebr-Sea-Ro;Zeebrugge-Sea-Ro;Zeebrugge-Sea-Ro;Zeebrugge-Sea-Ro Terminal;Zeebrugge-Sea-Ro Terminal;Station;Station;Gare
50.45886807997806, 4.830267842630082;"{""coordinates"": [4.830267842630082, 50.45886807997806], ""type"": ""Point""}";1432;BE01432;FEOGR;RONET-GRIL R;RONET-GRIL R;RONET-GRIL R;RONET-GRIL R;Ronet-Gril R;Ronet-Gril R;Ronet-Gril R;Ronet-Gril R;Ronet-Gril R;Ronet-Gril R;Rooster;Grid;Gril
